Option_Name,Asset_Class,Name,Currency,Security_Identifier,Dollar_Value,Weighting_Percentage,Listing_Status,Management_Type,Super_Fund,Weighting_Percentage_Clean
Conservative Balanced,Fixed Income,SLM Student Loan Trust 2004-10,,,566070.0,0.01,,,AustralianSuper,0.0051830172219947
Conservative Balanced,Fixed Income,Small Business Origination Loan Trust 2024-1 DAC,,,172101.0,0.0,,,AustralianSuper,0.0015757811700364086
Conservative Balanced,Fixed Income,STAR 2025-SFR5 Trust,,,788026.0,0.01,,,AustralianSuper,0.007215277844400154
Conservative Balanced,Fixed Income,Taurus 2023-1 Trust,,,352209.0,0.0,,,AustralianSuper,0.0032248755679359998
Conservative Balanced,Fixed Income,Taurus 2024-1PP Trust,,,492730.0,0.01,,,AustralianSuper,0.004511505778072409
Conservative Balanced,Fixed Income,Trustee For Angle Asset Finance - Radian Trust 2023-3/The,,,178235.0,0.0,,,AustralianSuper,0.0016319449441981122
Conservative Balanced,Fixed Income,United Airlines 2020-1 Class A Pass Through Trust,,,139766.0,0.0,,,AustralianSuper,0.001279717323033037
Conservative Balanced,Fixed Income,Vantage Data Centers Jersey Borrower Spv Ltd,,,431462.0,0.01,,,AustralianSuper,0.003950527278669206
Conservative Balanced,Fixed Income,VINE 2023-SFR1 Trust,,,574721.0,0.01,,,AustralianSuper,0.005262227005214931
Conservative Balanced,Fixed Income,Wisr Freedom Trust Series 2023-1,,,765346.0,0.01,,,AustralianSuper,0.007007616547043221
Conservative Balanced,Fixed Income,Zip Master Trust Series 2024-2,,,279935.0,0.0,,,AustralianSuper,0.002563124571235159
Conservative Balanced,Fixed Income,3M Co,,,87155.0,0.0,,,AustralianSuper,0.0007980035437012174
Conservative Balanced,Fixed Income,ABB Finance BV,,,64832.0,0.0,,,AustralianSuper,0.0005936109889878644
Conservative Balanced,Fixed Income,Abbott Ireland Financing DAC,,,95597.0,0.0,,,AustralianSuper,0.000875299693272965
Conservative Balanced,Fixed Income,Abbott Laboratories,,,161836.0,0.0,,,AustralianSuper,0.0014817933738561209
Conservative Balanced,Fixed Income,AbbVie Inc,,,649826.0,0.01,,,AustralianSuper,0.005949899039517954
