Option_Name,Asset_Class,Name,Currency,Security_Identifier,Dollar_Value,Weighting_Percentage,Listing_Status,Management_Type,Super_Fund,Weighting_Percentage_Clean
Australian Shares,Equity,Asx,,6129222,135871873.0,1.58,Listed,,AustralianSuper,1.548597904031663
Australian Shares,Infrastructure,Atlas Arteria Group,,BZ03TZ1,1238446.0,0.01,Listed,,AustralianSuper,0.014115172165591602
Australian Shares,Equity,Auckland Airport,,BLRZSS8,89460234.0,1.04,Listed,,AustralianSuper,1.0196218526153835
Australian Shares,Equity,Audinate,,BZ9N3B6,5556691.0,0.06,Listed,,AustralianSuper,0.06333231334752856
Australian Shares,Equity,Aurizon,,B87CVM3,1412500.0,0.02,Listed,,AustralianSuper,0.016098950365133514
Australian Shares,Equity,Avjennings,,6523556,3574.0,0.0,Listed,,AustralianSuper,4.073461848140685e-05
Australian Shares,Equity,Baby Bunting,,BYRJS58,2932041.0,0.03,Listed,,AustralianSuper,0.03341789913453906
Australian Shares,Equity,Bank Of Queensland,,6076243,1506784.0,0.02,Listed,,AustralianSuper,0.017173551027948555
Australian Shares,Equity,Bapcor,,BLD2CY7,22476266.0,0.26,Listed,,AustralianSuper,0.25617294918763744
Australian Shares,Equity,Bci Minerals,,B1J0VB5,26960602.0,0.31,Listed,,AustralianSuper,0.30728311038026146
Australian Shares,Equity,Bendigo And Adelaide Bank,,6091280,1733218.0,0.02,Listed,,AustralianSuper,0.019754329595721043
Australian Shares,Equity,BHP,,6144690,563351155.0,6.55,Listed,,AustralianSuper,6.420787456626999
Australian Shares,Equity,Block,,BQD3643,1438399.0,0.02,Listed,,AustralianSuper,0.01639413388053641
Australian Shares,Equity,Bluescope Steel,,6533232,89384949.0,1.04,Listed,,AustralianSuper,1.0187637928077808
Australian Shares,Equity,Brambles,,AU000000BXB1,8840217.0,0.1,Listed,,AustralianSuper,0.10075625819469698
Australian Shares,Equity,Calix,,BD3DLF8,1087831.0,0.01,Listed,,AustralianSuper,0.012398539663471543
Australian Shares,Equity,Carsales,,BW0BGZ3,3138586.0,0.04,Listed,,AustralianSuper,0.03577199308368349
Australian Shares,Equity,Cedar Woods Properties,,6182281,6285056.0,0.07,Listed,,AustralianSuper,0.07163384395475013
Australian Shares,Equity,Challenger,,6726300,1567293.0,0.02,Listed,,AustralianSuper,0.017863201567873414
Australian Shares,Property,Charter Hall Group,,B15F6S6,2504285.0,0.03,Listed,,AustralianSuper,0.028542555692140446
Australian Shares,Equity,Chrysos,,BPNXX01,3412959.0,0.04,Listed,,AustralianSuper,0.03889915577998988
Australian Shares,Equity,Cleanaway Waste Management,,BYQ8KW7,1076136.0,0.01,Listed,,AustralianSuper,0.01226524605319173
Australian Shares,Equity,Cochlear,,6211798,16812016.0,0.2,Listed,,AustralianSuper,0.19161473353757907
Australian Shares,Equity,Coles,,BYWR0T5,7599041.0,0.09,Listed,,AustralianSuper,0.0866099708896386
Australian Shares,Equity,CommBank,,6215035,808244334.0,9.39,Listed,,AustralianSuper,9.211954276790365
Australian Shares,Equity,Computershare,,6180412,241538658.0,2.81,Listed,,AustralianSuper,2.752933710727758
Australian Shares,Equity,Corporate Travel Management,,B3R1D52,14730083.0,0.17,Listed,,AustralianSuper,0.1678859292681748
Australian Shares,Equity,Csl,,6185495,356923750.0,4.15,Listed,,AustralianSuper,4.068033794964476
Australian Shares,Property,Dexus,,B033YN6,2056196.0,0.02,Listed,,AustralianSuper,0.023435467146892788
Australian Shares,Equity,Downer Group,,6465573,1484883.0,0.02,Listed,,AustralianSuper,0.01692393466550835
Australian Shares,Equity,Dyno Nobel,,BVBH523,1639582.0,0.02,Listed,,AustralianSuper,0.01868711450447174
Australian Shares,Equity,Ebos,,BH36SD2,38293578.0,0.44,Listed,,AustralianSuper,0.4364505568321193
Australian Shares,Equity,Endeavour,,BNVS144,79635097.0,0.93,Listed,,AustralianSuper,0.9076399815402425
Australian Shares,Equity,Evolution Mining,,B3X0F91,214495091.0,2.49,Listed,,AustralianSuper,2.4447050078398553
Australian Shares,Equity,Fineos,,BK5XVJ9,1417125.0,0.02,Listed,,AustralianSuper,0.016151663742435277
Australian Shares,Equity,Fisher & Paykel Healthcare,,6423968,82643416.0,0.96,Listed,,AustralianSuper,0.9419272581869599
Australian Shares,Equity,Flight Centre Travel,,6352147,427477.0,0.0,Listed,,AustralianSuper,0.0048721635435300375
Australian Shares,Equity,Fortescue Metals,,6086253,8212554.0,0.1,Listed,,AustralianSuper,0.09360247732175482
Australian Shares,Equity,Genesis Minerals,,B23G0X1,73558493.0,0.85,Listed,,AustralianSuper,0.8383819665423157
Australian Shares,Equity,Gentrack,,BNJZLK3,4345561.0,0.05,Listed,,AustralianSuper,0.04952847493639642
Australian Shares,Property,Goodman Group,,B03FYZ4,18610960.0,0.22,Listed,,AustralianSuper,0.21211817436282138
Australian Shares,Property,Gpt Group,,6365866,2552435.0,0.03,Listed,,AustralianSuper,0.029091344690428005
Australian Shares,Equity,Hipages,,BNG3S32,722817.0,0.01,Listed,,AustralianSuper,0.008238297349433423
Australian Shares,Equity,Hub24,,BD4T5X1,2771670.0,0.03,Listed,,AustralianSuper,0.03159007274940149
Australian Shares,Equity,Idp Education,,BDB6DD1,181145.0,0.0,Listed,,AustralianSuper,0.0020645977797466267
Australian Shares,Equity,Igo,,6439567,1034178.0,0.01,Listed,,AustralianSuper,0.01178703029431012
Australian Shares,Equity,Inghams,,BZCNHW2,8530792.0,0.1,Listed,,AustralianSuper,0.09722959078462162
Australian Shares,Equity,Insurance Australia,,6271026,6067035.0,0.07,Listed,,AustralianSuper,0.06914895244497543
Australian Shares,Equity,James Hardie Industries,,B60QWJ2,91178114.0,1.06,Listed,,AustralianSuper,1.0392013675557417
Australian Shares,Equity,Jb Hi-Fi,,6702623,147175541.0,1.71,Listed,,AustralianSuper,1.6774313129349891
Australian Shares,Equity,Jervois Global,,6473015,600481.0,0.01,Listed,,AustralianSuper,0.006843974381738575
Australian Shares,Equity,Johns Lyng,,BYPHBX3,3609392.0,0.04,Listed,,AustralianSuper,0.04113799834075043
Australian Shares,Property,Lendlease Group,,6512004,1264241.0,0.01,Listed,,AustralianSuper,0.014409170342348147
Australian Shares,Equity,Life360,,BJMXQ67,1972999.0,0.02,Listed,,AustralianSuper,0.02248723042227119
Australian Shares,Equity,Lifestyle Communities,,6137195,11851353.0,0.14,Listed,,AustralianSuper,0.1350756415622486
Australian Shares,Equity,Light & Wonder,,BMXNX11,997224.0,0.01,Listed,,AustralianSuper,0.011365847560297276
Australian Shares,Equity,Lottery,,BNRQW72,149487550.0,1.74,Listed,,AustralianSuper,1.7037824054197621
Australian Shares,Equity,Lovisa,,BT9PVP0,4763141.0,0.06,Listed,,AustralianSuper,0.05428783755124418
Australian Shares,Equity,Lynas Rare Earths,,6121176,65421531.0,0.76,Listed,,AustralianSuper,0.7456410480566679
Australian Shares,Equity,Ma Financial,,BMYZBN4,5397247.0,0.06,Listed,,AustralianSuper,0.06151505243282531
Australian Shares,Equity,Maas,,BLD4919,3780614.0,0.04,Listed,,AustralianSuper,0.04308949885715318
Australian Shares,Equity,Macquarie,,B28YTC2,299212707.0,3.48,Listed,,AustralianSuper,3.4102729335293707
Australian Shares,Equity,Macquarie Telecom,,6175054,4382027.0,0.05,Listed,,AustralianSuper,0.049944095696761
Australian Shares,Equity,Magellan Financial,,BQ3SBX2,206.0,0.0,Listed,,AustralianSuper,2.3478823187380554e-06
Australian Shares,Equity,Magnetica,,AU00530998S1,0.0,,Listed,,AustralianSuper,0.0
Australian Shares,Equity,Medibank Private,,BRTNNQ5,95727771.0,1.11,Listed,,AustralianSuper,1.0910560239956582
Australian Shares,Equity,Megaport,,BZ5ZWZ3,17997589.0,0.21,Listed,,AustralianSuper,0.2051272863738569
Australian Shares,Equity,Metcash,,B0744W4,761728.0,0.01,Listed,,AustralianSuper,0.00868178496547428
Australian Shares,Equity,Mineral Resources,,B17ZL56,4096649.0,0.05,Listed,,AustralianSuper,0.046691503656193865
Australian Shares,Property,Mirvac Group,,6161978,2648995.0,0.03,Listed,,AustralianSuper,0.030191886033619008
Australian Shares,Equity,Murray Cod Australia,,BZ1LFP6,919822.0,0.01,Listed,,AustralianSuper,0.010483659272748911
Australian Shares,Equity,NAB,,6624608,485160172.0,5.64,Listed,,AustralianSuper,5.529606745605407
Australian Shares,Equity,Newmont,,BRDVMB3,2777237.0,0.03,Listed,,AustralianSuper,0.031653522559442336
Australian Shares,Equity,Nextdc,,B5LMKP4,57839136.0,0.67,Listed,,AustralianSuper,0.6592207997353677
Australian Shares,Equity,Nido Education,,BRJ98J1,1428596.0,0.02,Listed,,AustralianSuper,0.016282404315630637
Australian Shares,Equity,Northern Star Resources,,6717456,7264692.0,0.08,Listed,,AustralianSuper,0.08279923251396992
Australian Shares,Equity,Norwood Immunology,,526966SZ,0.0,,Listed,,AustralianSuper,0.0
Australian Shares,Equity,Objective,,6283407,6499330.0,0.08,Listed,,AustralianSuper,0.07407602908079518
Australian Shares,Equity,Orica,,6458001,103408867.0,1.2,Listed,,AustralianSuper,1.1786012156797825
Australian Shares,Equity,Origin Energy,,6214861,278767489.0,3.24,Listed,,AustralianSuper,3.1772488274859483
Australian Shares,Equity,Orora,,BH4TCW7,450287.0,0.01,Listed,,AustralianSuper,0.005132140221638848
Australian Shares,Equity,Pepper Money,,BMBPP68,8290890.0,0.1,Listed,,AustralianSuper,0.0944953108621464
Australian Shares,Equity,Perseus Mining,,B02FBC1,825166.0,0.01,Listed,,AustralianSuper,0.009404818744775759
Australian Shares,Equity,Pilbara Minerals,,B2368L5,39706296.0,0.46,Listed,,AustralianSuper,0.4525519918494154
Australian Shares,Equity,Pinnacle Investment Management,,BD0F7H1,9356826.0,0.11,Listed,,AustralianSuper,0.10664430254809963
Australian Shares,Equity,Premier Investments,,6699781,13783354.0,0.16,Listed,,AustralianSuper,0.15709559781314297
Australian Shares,Equity,Pro Medicus,,6292782,4310427.0,0.05,Listed,,AustralianSuper,0.04912803562869476
Australian Shares,Equity,Propel Funeral Partners,,BYWQNJ3,1237668.0,0.01,Listed,,AustralianSuper,0.014106304920717922
Australian Shares,Equity,Pwr,,BZ168Z2,5497124.0,0.06,Listed,,AustralianSuper,0.06265339924034279
Australian Shares,Equity,Qantas Airways,,6710347,6440311.0,0.07,Listed,,AustralianSuper,0.07340336079647672
Australian Shares,Equity,Qbe Insurance,,6715740,272620443.0,3.17,Listed,,AustralianSuper,3.107187950709883
Australian Shares,Equity,Qube,,B1L4BC6,1342509.0,0.02,Listed,,AustralianSuper,0.015301228853624796
Australian Shares,Equity,Ramsay Health Care,,6041995,1213463.0,0.01,Listed,,AustralianSuper,0.013830428748266198
Australian Shares,Equity,Rea,,6198578,19349555.0,0.22,Listed,,AustralianSuper,0.22053630126189094
Australian Shares,Equity,Reece,,6728801,57572587.0,0.67,Listed,,AustralianSuper,0.6561828109772254
Australian Shares,Equity,Reliance Worldwide,,BD1DM79,30347324.0,0.35,Listed,,AustralianSuper,0.3458832302942478
Australian Shares,Equity,Resmed,,6221667,174568600.0,2.03,Listed,,AustralianSuper,1.9896433463439618
Australian Shares,Equity,Rio Tinto,,6220103,10970606.0,0.13,Listed,,AustralianSuper,0.12503733909340595
Australian Shares,Equity,Rio Tinto,,0718875,327114130.0,3.8,Listed,,AustralianSuper,3.7282790390115617
