Option Code,Option Name,Asset Class,Filter,Sub-Filter,Name,Name Type,Currency,Issuer Type,Security Identifier,Units Held,Location,Address,% Ownership,$ Value,Weighting (%),Actual Currency Exposure (%),Actual Asset Allocation (%),Effect of Derivatives Exposure (%),Classification,Sort Order,Value Range,Geo Latitude,Geo Longitude
ARBA,Balanced,Cash,,,JPMorgan Chase Bank NA,Name of Institution,Switzerland Franc,,,,,,,82315787.0,0.03,,,,,,,nan,nan
ARBA,Balanced,Cash,,,JPMorgan Chase Bank NA,Name of Institution,Taiwan New Dollar,,,,,,,-3024841.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,JPMorgan Chase Bank NA,Name of Institution,Turkey Lira,,,,,,,-66068.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,JPMorgan Chase Bank NA,Name of Institution,United Kingdom Pound,,,,,,,-36346226.0,-0.01,,,,,,,nan,nan
ARBA,Balanced,Cash,,,JPMorgan Chase Bank NA,Name of Institution,United States Dollar,,,,,,,64134645.0,0.03,,,,,,,nan,nan
ARBA,Balanced,Cash,,,Mitsubishi UFJ Trust & Banking Corp/London,Name of Institution,Euro Member Countries,,,,,,,5013340.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,Morgan Stanley & Co International PLC,Name of Institution,Australia Dollar,,,,,,,-51778488.0,-0.02,,,,,,,nan,nan
ARBA,Balanced,Cash,,,MUFG Bank Ltd/London,Name of Institution,Euro Member Countries,,,,,,,16295201.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Cash,,,MUFG Bank Ltd/London,Name of Institution,United Kingdom Pound,,,,,,,8924560.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,National Australia Bank Ltd,Name of Institution,Australia Dollar,,,,,,,129559017.0,0.05,,,,,,,nan,nan
ARBA,Balanced,Cash,,,National Australia Bank Ltd,Name of Institution,United Kingdom Pound,,,,,,,17192672.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Cash,,,National Australia Bank Ltd,Name of Institution,United States Dollar,,,,,,,133293919.0,0.05,,,,,,,nan,nan
ARBA,Balanced,Cash,,,Royal Bank of Canada,Name of Institution,Australia Dollar,,,,,,,-30629897.0,-0.01,,,,,,,nan,nan
ARBA,Balanced,Cash,,,Royal Bank of Canada,Name of Institution,United Kingdom Pound,,,,,,,9065227.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,Royal Bank of Canada,Name of Institution,United States Dollar,,,,,,,164054055.0,0.07,,,,,,,nan,nan
ARBA,Balanced,Cash,,,Royal Bank of Canada/Sydney,Name of Institution,Australia Dollar,,,,,,,570183381.0,0.23,,,,,,,nan,nan
ARBA,Balanced,Cash,,,Skandinaviska Enskilda Banken AB,Name of Institution,Euro Member Countries,,,,,,,7161114.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,Skandinaviska Enskilda Banken AB,Name of Institution,Norway Krone,,,,,,,4203625.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,Skandinaviska Enskilda Banken AB,Name of Institution,Sweden Krona,,,,,,,1332175.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,Skandinaviska Enskilda Banken AB,Name of Institution,United States Dollar,,,,,,,61981672.0,0.02,,,,,,,nan,nan
ARBA,Balanced,Cash,,,Societe Generale SA,Name of Institution,Australia Dollar,,,,,,,-17607464.0,-0.01,,,,,,,nan,nan
ARBA,Balanced,Cash,,,Standard Chartered Bank,Name of Institution,Australia Dollar,,,,,,,619526.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,Standard Chartered Bank,Name of Institution,Euro Member Countries,,,,,,,16295201.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Cash,,,Standard Chartered Bank,Name of Institution,United Kingdom Pound,,,,,,,10159306.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,State Street Bank and Trust Co,Name of Institution,Australia Dollar,,,,,,,3975.0,0.0,,,,,,,nan,nan
